respondent_id,age_group,zone,water_reliability,drainage_maintenance,street_condition,public_lighting,waste_collection,daytime_safety,nighttime_safety,police_trust,green_area_maintenance,overall_satisfaction
SYN-0357,30-44,Central,3,4,2,3,2.0,2,3,3.0,4.0,2
SYN-0358,30-44,East,4,5,3,3,4.0,3,2,1.0,3.0,3
SYN-0359,18-29,Central,3,2,1,2,3.0,5,2,1.0,3.0,3
SYN-0360,18-29,South,3,3,2,4,2.0,3,3,4.0,3.0,2
SYN-0361,45-59,North,3,2,2,2,4.0,4,3,3.0,2.0,3
SYN-0362,30-44,South,2,3,2,4,4.0,3,4,2.0,3.0,3
SYN-0363,30-44,Central,5,4,4,3,5.0,3,2,2.0,2.0,4
SYN-0364,18-29,North,4,2,2,1,3.0,3,2,3.0,3.0,2
SYN-0365,30-44,North,3,4,2,4,3.0,4,3,3.0,2.0,3
SYN-0366,45-59,South,4,4,4,4,3.0,3,3,2.0,4.0,3
SYN-0367,60+,Central,2,3,3,4,2.0,4,2,5.0,,4
SYN-0368,18-29,North,3,3,2,3,2.0,3,2,3.0,3.0,2
SYN-0369,30-44,South,3,3,2,2,3.0,3,2,3.0,2.0,3
SYN-0370,30-44,North,4,3,4,3,4.0,4,2,2.0,3.0,3
SYN-0371,30-44,North,4,5,3,3,2.0,4,4,3.0,3.0,3
SYN-0372,30-44,North,3,3,4,5,3.0,4,4,2.0,4.0,3
SYN-0373,30-44,South,3,4,4,4,4.0,3,2,3.0,5.0,3
SYN-0374,30-44,West,3,3,2,4,4.0,4,2,2.0,3.0,3
SYN-0375,30-44,Central,3,5,4,3,2.0,3,2,3.0,1.0,3
SYN-0376,30-44,Central,3,5,5,4,2.0,3,5,2.0,5.0,3
SYN-0377,30-44,Central,3,2,3,4,4.0,5,4,3.0,2.0,3
SYN-0378,45-59,Central,5,2,1,2,2.0,3,1,4.0,1.0,2
SYN-0379,45-59,East,5,4,4,4,5.0,3,4,3.0,4.0,3
SYN-0380,30-44,Central,2,2,2,2,2.0,2,1,2.0,4.0,3
SYN-0381,45-59,East,4,4,3,3,5.0,1,2,1.0,2.0,3
SYN-0382,45-59,West,5,4,4,3,3.0,3,3,3.0,5.0,4
SYN-0383,18-29,West,2,2,2,1,,3,2,2.0,1.0,2
SYN-0384,30-44,South,3,2,1,3,3.0,3,3,3.0,2.0,2
SYN-0385,18-29,East,3,2,1,2,1.0,3,2,1.0,1.0,2
SYN-0386,45-59,West,3,2,4,3,2.0,1,3,3.0,3.0,2
SYN-0387,18-29,East,3,3,3,1,3.0,3,3,3.0,3.0,2
SYN-0388,45-59,Central,3,3,3,4,4.0,4,3,4.0,2.0,4
SYN-0389,18-29,North,2,4,2,3,4.0,4,2,,5.0,3
SYN-0390,30-44,North,4,1,2,2,4.0,4,2,1.0,2.0,3
SYN-0391,60+,West,3,1,1,2,3.0,3,3,2.0,1.0,3
SYN-0392,30-44,South,2,3,3,3,2.0,2,1,1.0,4.0,2
SYN-0393,60+,Central,1,4,3,1,1.0,1,1,2.0,4.0,2
SYN-0394,60+,Central,1,3,3,4,3.0,3,2,1.0,4.0,2
SYN-0395,60+,Central,2,3,4,4,3.0,3,3,3.0,2.0,2
SYN-0396,18-29,West,3,2,3,3,4.0,2,4,4.0,3.0,2
SYN-0397,45-59,East,4,4,4,3,3.0,3,3,3.0,2.0,3
SYN-0398,18-29,West,3,2,3,2,4.0,4,2,3.0,4.0,2
SYN-0399,30-44,Central,2,3,5,4,3.0,4,4,2.0,2.0,3
SYN-0400,60+,South,3,1,3,4,3.0,4,2,2.0,2.0,2
SYN-0401,45-59,North,2,3,3,3,3.0,3,4,4.0,3.0,4
SYN-0402,30-44,West,5,3,2,2,4.0,3,4,3.0,3.0,2
SYN-0403,30-44,South,4,2,3,4,4.0,4,3,3.0,3.0,3
SYN-0404,45-59,South,2,3,3,3,3.0,1,2,1.0,4.0,2
SYN-0405,45-59,South,4,2,4,4,3.0,3,3,3.0,4.0,3
SYN-0406,30-44,Central,3,3,4,3,3.0,3,4,2.0,3.0,3
SYN-0407,60+,West,3,2,3,1,3.0,3,2,4.0,,3
SYN-0408,18-29,South,3,5,3,4,4.0,4,4,5.0,5.0,4
SYN-0409,18-29,East,2,2,1,1,2.0,1,1,1.0,1.0,1
SYN-0410,45-59,North,2,1,1,1,2.0,2,1,1.0,4.0,2
SYN-0411,60+,Central,2,1,1,2,4.0,2,1,1.0,4.0,2
SYN-0412,18-29,West,1,1,1,2,4.0,2,2,1.0,2.0,2
SYN-0413,18-29,North,3,2,3,1,4.0,4,1,4.0,4.0,2
SYN-0414,18-29,North,2,3,4,4,1.0,2,2,1.0,1.0,3
SYN-0415,45-59,West,4,4,3,3,4.0,3,2,2.0,3.0,3
SYN-0416,18-29,Central,2,2,3,3,3.0,3,2,3.0,4.0,2
SYN-0417,30-44,Central,3,4,3,3,3.0,5,5,5.0,4.0,2
SYN-0418,60+,South,5,5,4,3,4.0,5,5,4.0,3.0,3
SYN-0419,18-29,North,4,3,2,4,4.0,4,3,2.0,3.0,3
SYN-0420,30-44,North,3,4,3,3,3.0,3,2,3.0,1.0,3
SYN-0421,30-44,North,3,3,3,4,4.0,3,2,2.0,3.0,2
SYN-0422,45-59,North,4,1,2,2,3.0,1,2,1.0,1.0,3
SYN-0423,30-44,North,1,2,3,3,2.0,1,3,3.0,4.0,2
SYN-0424,30-44,East,2,2,2,1,5.0,3,2,2.0,3.0,3
SYN-0425,18-29,Central,3,2,2,2,3.0,3,4,4.0,2.0,2
SYN-0426,45-59,North,3,3,3,3,2.0,3,2,2.0,3.0,2
SYN-0427,45-59,North,4,4,3,2,2.0,3,3,4.0,3.0,3
SYN-0428,18-29,South,2,3,3,5,4.0,5,3,2.0,4.0,3
SYN-0429,30-44,West,3,2,2,2,3.0,3,2,3.0,1.0,2
SYN-0430,60+,Central,4,3,3,3,4.0,4,3,2.0,4.0,2
SYN-0431,18-29,North,2,2,2,3,1.0,3,2,2.0,1.0,2
SYN-0432,30-44,Central,2,4,5,2,4.0,5,4,4.0,2.0,2
SYN-0433,30-44,South,3,3,2,3,4.0,3,2,2.0,3.0,3
SYN-0434,30-44,North,2,2,2,3,3.0,3,2,5.0,2.0,2
SYN-0435,18-29,West,2,5,3,5,2.0,2,3,4.0,4.0,4
SYN-0436,30-44,East,5,1,3,3,5.0,4,1,3.0,2.0,2
SYN-0437,18-29,Central,4,2,3,2,3.0,3,3,3.0,4.0,3
SYN-0438,30-44,West,1,2,2,2,1.0,3,3,4.0,3.0,2
SYN-0439,45-59,Central,2,2,2,2,1.0,5,2,2.0,3.0,1
SYN-0440,30-44,North,3,3,3,4,2.0,4,3,4.0,3.0,3
SYN-0441,18-29,West,4,2,3,2,1.0,3,3,3.0,4.0,2
SYN-0442,45-59,West,3,4,4,4,3.0,4,4,3.0,4.0,3
SYN-0443,18-29,Central,2,4,3,5,3.0,3,3,3.0,4.0,3
SYN-0444,45-59,South,3,4,3,4,2.0,4,5,5.0,4.0,2
SYN-0445,30-44,North,2,1,3,2,3.0,4,3,3.0,1.0,2
SYN-0446,45-59,East,2,1,3,1,1.0,3,3,3.0,1.0,2
SYN-0447,18-29,East,2,4,4,4,3.0,2,3,3.0,3.0,3
SYN-0448,18-29,East,2,3,4,3,4.0,4,1,2.0,3.0,2
SYN-0449,30-44,South,2,2,3,4,3.0,5,4,5.0,4.0,3
SYN-0450,18-29,East,4,4,3,3,5.0,3,2,5.0,3.0,4
SYN-0451,18-29,South,4,3,3,4,2.0,3,1,3.0,3.0,2
SYN-0452,45-59,West,3,3,3,3,5.0,4,2,2.0,2.0,2
SYN-0453,45-59,North,2,5,4,4,2.0,4,5,2.0,4.0,2
SYN-0454,18-29,South,3,4,4,4,4.0,4,3,3.0,3.0,4
SYN-0455,60+,South,3,2,4,2,3.0,3,3,2.0,3.0,3
SYN-0456,45-59,South,3,3,4,5,3.0,4,3,3.0,1.0,3
SYN-0457,45-59,North,5,5,5,4,5.0,4,2,3.0,4.0,4
SYN-0458,45-59,Central,1,3,3,3,2.0,3,2,2.0,1.0,1
SYN-0459,45-59,West,2,3,3,3,4.0,4,3,5.0,3.0,3
SYN-0460,30-44,North,3,3,3,2,2.0,5,3,2.0,4.0,2
SYN-0461,45-59,East,3,4,4,3,4.0,3,3,3.0,3.0,3
SYN-0462,60+,East,3,1,3,3,2.0,3,2,3.0,1.0,1
SYN-0463,18-29,South,3,2,1,2,3.0,3,1,3.0,2.0,2
SYN-0464,30-44,North,2,1,1,1,2.0,2,1,3.0,1.0,2
SYN-0465,18-29,North,2,2,2,2,2.0,1,1,2.0,1.0,1
SYN-0466,60+,Central,3,2,2,3,3.0,2,1,3.0,3.0,3
SYN-0467,30-44,North,4,3,3,4,3.0,2,1,1.0,3.0,2
SYN-0468,45-59,North,3,5,5,5,4.0,2,2,3.0,4.0,3
SYN-0469,45-59,North,3,1,4,4,3.0,3,3,3.0,4.0,2
SYN-0470,60+,North,3,2,3,3,3.0,4,1,4.0,3.0,3
SYN-0471,18-29,West,4,4,2,2,3.0,4,4,1.0,3.0,2
SYN-0472,45-59,East,3,3,3,2,2.0,4,4,2.0,2.0,3
SYN-0473,60+,North,4,3,3,2,3.0,1,3,4.0,2.0,3
SYN-0474,18-29,East,5,4,2,2,3.0,4,3,1.0,2.0,3
SYN-0475,45-59,North,2,4,3,4,4.0,3,1,3.0,3.0,3
SYN-0476,30-44,South,3,3,2,3,4.0,4,3,4.0,3.0,3
SYN-0477,45-59,North,2,5,4,4,3.0,4,3,3.0,3.0,2
SYN-0478,30-44,North,3,2,3,1,4.0,2,2,2.0,5.0,2
SYN-0479,18-29,North,5,2,4,5,3.0,4,3,2.0,2.0,4
SYN-0480,18-29,South,4,3,4,4,2.0,4,4,3.0,4.0,3
SYN-0481,18-29,South,3,3,3,5,3.0,4,2,2.0,2.0,3
SYN-0482,18-29,Central,2,5,4,3,2.0,3,3,2.0,3.0,3
SYN-0483,45-59,East,2,3,3,2,3.0,4,1,2.0,3.0,3
SYN-0484,30-44,East,5,4,4,2,3.0,4,5,3.0,4.0,4
SYN-0485,18-29,East,2,3,3,3,3.0,4,5,3.0,3.0,2
SYN-0486,45-59,South,2,4,4,2,2.0,1,3,4.0,3.0,3
SYN-0487,45-59,South,4,2,3,2,3.0,4,3,2.0,2.0,3
SYN-0488,30-44,South,3,4,2,2,3.0,3,3,4.0,2.0,3
SYN-0489,60+,Central,3,3,3,3,3.0,4,4,2.0,2.0,2
SYN-0490,30-44,South,2,5,4,4,2.0,4,4,3.0,3.0,2
SYN-0491,45-59,North,3,2,4,5,5.0,3,3,2.0,4.0,3
SYN-0492,18-29,West,3,3,4,3,4.0,4,3,1.0,4.0,3
SYN-0493,45-59,Central,2,3,3,3,5.0,3,5,2.0,3.0,2
SYN-0494,60+,East,4,4,3,2,3.0,4,3,3.0,3.0,3
SYN-0495,45-59,West,3,3,3,3,4.0,4,2,4.0,1.0,4
SYN-0496,30-44,South,5,3,2,3,4.0,3,3,2.0,4.0,3
SYN-0497,30-44,West,3,2,1,2,3.0,2,1,2.0,1.0,2
SYN-0498,30-44,South,1,3,2,4,4.0,1,2,1.0,4.0,2
SYN-0499,45-59,North,2,1,1,2,2.0,3,1,2.0,3.0,2
SYN-0500,45-59,North,5,2,3,1,2.0,1,1,3.0,2.0,2
SYN-0501,60+,North,4,5,4,5,1.0,4,3,3.0,,3
SYN-0502,30-44,West,2,5,4,4,4.0,5,3,4.0,3.0,4
SYN-0503,18-29,South,4,3,2,2,4.0,3,2,4.0,3.0,3
SYN-0504,30-44,Central,2,2,2,1,4.0,2,2,3.0,2.0,1
SYN-0505,18-29,South,1,1,1,1,1.0,3,2,,1.0,1
SYN-0506,18-29,Central,3,3,2,4,3.0,3,1,2.0,3.0,2
SYN-0507,30-44,West,4,5,5,5,4.0,4,4,3.0,5.0,4
SYN-0508,45-59,West,1,3,4,3,3.0,4,1,3.0,3.0,3
SYN-0509,18-29,North,3,2,1,2,3.0,4,2,4.0,1.0,3
SYN-0510,18-29,East,4,4,3,5,5.0,2,4,1.0,4.0,4
SYN-0511,18-29,Central,1,1,1,3,4.0,5,4,3.0,2.0,2
SYN-0512,60+,North,4,2,2,2,5.0,3,3,3.0,3.0,3
SYN-0513,45-59,West,3,3,3,3,,4,3,4.0,3.0,3
SYN-0514,18-29,North,4,4,3,3,2.0,3,2,3.0,1.0,2
SYN-0515,18-29,Central,4,3,5,4,5.0,4,4,3.0,3.0,4
SYN-0516,30-44,North,5,3,3,3,3.0,3,2,3.0,4.0,3
SYN-0517,18-29,South,2,3,4,4,3.0,2,3,3.0,4.0,3
SYN-0518,30-44,South,2,4,4,4,3.0,3,3,2.0,3.0,3
SYN-0519,30-44,Central,4,2,3,3,3.0,5,3,2.0,2.0,2
SYN-0520,60+,North,5,3,5,3,4.0,5,3,1.0,5.0,3
SYN-0521,18-29,North,3,4,2,2,2.0,4,4,3.0,3.0,3
SYN-0522,45-59,West,3,3,3,2,3.0,5,2,2.0,1.0,3
SYN-0523,18-29,West,4,3,4,5,4.0,4,3,3.0,3.0,3
SYN-0524,60+,West,2,3,3,4,4.0,3,2,1.0,3.0,3
SYN-0525,60+,South,2,4,4,5,3.0,3,3,2.0,4.0,3
SYN-0526,45-59,South,1,3,2,3,2.0,3,4,3.0,2.0,2
SYN-0527,30-44,East,3,5,4,4,3.0,3,3,2.0,4.0,2
SYN-0528,18-29,East,2,3,4,2,2.0,4,5,4.0,1.0,3
SYN-0529,45-59,South,2,3,3,4,3.0,4,2,3.0,2.0,3
SYN-0530,45-59,Central,4,5,4,4,3.0,2,3,3.0,2.0,3
SYN-0531,18-29,South,3,2,2,4,4.0,4,3,4.0,2.0,2
SYN-0532,30-44,North,3,1,3,2,3.0,2,2,2.0,4.0,3
SYN-0533,30-44,North,3,1,3,3,2.0,3,1,2.0,5.0,2
SYN-0534,45-59,East,4,2,3,3,3.0,2,3,3.0,3.0,2
SYN-0535,45-59,West,3,1,1,3,3.0,3,3,2.0,2.0,2
SYN-0536,45-59,North,5,3,4,2,4.0,3,2,4.0,3.0,5
SYN-0537,45-59,North,2,3,3,3,3.0,3,1,1.0,3.0,2
SYN-0538,18-29,North,4,3,5,4,4.0,4,3,3.0,2.0,3
SYN-0539,30-44,East,1,1,1,1,2.0,5,3,3.0,1.0,1
SYN-0540,18-29,Central,3,1,2,1,2.0,4,4,3.0,4.0,3
SYN-0541,45-59,Central,3,1,1,2,3.0,3,2,1.0,1.0,2
SYN-0542,30-44,North,3,2,2,4,4.0,3,3,1.0,2.0,3
SYN-0543,30-44,West,4,4,4,5,4.0,3,2,3.0,3.0,4
SYN-0544,18-29,South,1,2,2,3,2.0,3,1,3.0,3.0,2
SYN-0545,18-29,East,1,3,1,4,1.0,2,3,1.0,2.0,1
SYN-0546,30-44,East,2,3,2,3,3.0,3,2,3.0,3.0,2
SYN-0547,18-29,North,4,3,3,4,4.0,3,2,3.0,4.0,3
SYN-0548,18-29,West,2,1,2,2,3.0,4,2,3.0,4.0,3
SYN-0549,45-59,South,2,3,4,3,4.0,1,2,2.0,3.0,3
SYN-0550,30-44,East,4,3,4,3,2.0,4,3,,3.0,3
SYN-0551,30-44,Central,3,3,2,2,3.0,3,2,3.0,5.0,2
SYN-0552,30-44,West,3,3,4,4,2.0,1,2,2.0,3.0,2
SYN-0553,45-59,West,4,2,3,3,3.0,1,3,3.0,2.0,1
SYN-0554,30-44,South,5,5,5,4,5.0,3,5,4.0,4.0,4
SYN-0555,45-59,North,2,3,2,2,3.0,3,2,2.0,4.0,2
SYN-0556,60+,West,3,2,3,3,4.0,2,1,2.0,3.0,2
SYN-0557,45-59,West,1,2,2,4,2.0,3,2,3.0,3.0,2
SYN-0558,30-44,South,3,2,3,4,2.0,3,4,3.0,1.0,3
SYN-0559,45-59,South,1,1,1,1,2.0,1,1,1.0,2.0,1
SYN-0560,30-44,Central,1,2,2,2,2.0,3,1,4.0,4.0,3
SYN-0561,30-44,North,1,2,2,2,2.0,3,3,2.0,2.0,2
SYN-0562,30-44,West,3,2,3,4,5.0,4,3,4.0,3.0,3
SYN-0563,30-44,South,4,2,3,3,4.0,2,3,,3.0,3
SYN-0564,18-29,Central,5,2,3,2,3.0,4,3,4.0,2.0,2
SYN-0565,30-44,East,3,4,3,4,4.0,3,3,4.0,4.0,3
SYN-0566,18-29,North,2,3,4,3,5.0,4,3,4.0,4.0,2
SYN-0567,30-44,North,2,5,4,4,2.0,3,3,4.0,3.0,2
SYN-0568,30-44,Central,3,3,1,3,2.0,4,2,3.0,2.0,2
SYN-0569,60+,South,3,4,4,4,3.0,3,3,1.0,2.0,3
SYN-0570,18-29,Central,3,4,4,1,3.0,3,3,3.0,3.0,2
SYN-0571,30-44,North,3,3,1,2,2.0,3,2,3.0,2.0,3
SYN-0572,30-44,Central,2,2,2,5,1.0,5,3,3.0,5.0,3
SYN-0573,18-29,Central,2,1,4,4,3.0,4,3,2.0,5.0,2
SYN-0574,18-29,South,2,2,1,1,2.0,3,1,2.0,4.0,1
SYN-0575,18-29,South,2,3,3,3,3.0,4,3,3.0,2.0,2
SYN-0576,18-29,West,2,2,2,1,,3,4,2.0,3.0,2
SYN-0577,18-29,West,4,4,4,5,4.0,4,3,5.0,4.0,3
SYN-0578,30-44,Central,4,5,3,4,3.0,2,3,3.0,4.0,2
SYN-0579,30-44,West,2,3,2,2,1.0,3,3,3.0,3.0,2
SYN-0580,18-29,South,2,4,3,3,3.0,3,3,4.0,4.0,3
SYN-0581,18-29,North,1,1,1,1,2.0,1,2,1.0,2.0,2
SYN-0582,18-29,Central,2,1,3,1,3.0,2,2,3.0,3.0,2
SYN-0583,30-44,East,1,4,1,3,1.0,3,3,2.0,1.0,1
SYN-0584,30-44,West,3,2,2,3,4.0,3,3,,3.0,4
SYN-0585,30-44,Central,4,3,3,2,4.0,4,3,4.0,3.0,3
SYN-0586,18-29,North,5,4,5,4,4.0,4,5,5.0,4.0,4
SYN-0587,18-29,North,3,1,1,3,4.0,3,3,2.0,3.0,2
SYN-0588,60+,North,3,2,2,1,2.0,2,3,2.0,3.0,2
SYN-0589,18-29,East,4,2,3,3,2.0,5,5,5.0,3.0,2
SYN-0590,18-29,South,4,3,4,4,4.0,4,2,,5.0,3
SYN-0591,18-29,South,3,2,2,4,3.0,3,2,2.0,2.0,2
SYN-0592,60+,East,5,3,3,3,4.0,3,3,4.0,2.0,3
SYN-0593,30-44,West,4,5,4,4,3.0,4,3,3.0,4.0,4
SYN-0594,30-44,East,3,2,1,3,2.0,2,3,1.0,1.0,2
SYN-0595,60+,North,2,2,2,1,2.0,1,3,1.0,1.0,2
SYN-0596,18-29,South,4,2,2,3,4.0,5,4,4.0,2.0,4
SYN-0597,60+,West,4,2,3,2,4.0,4,3,1.0,3.0,3
SYN-0598,18-29,East,3,4,3,3,4.0,4,3,2.0,3.0,3
SYN-0599,30-44,Central,3,4,2,4,4.0,3,5,2.0,1.0,3
SYN-0600,30-44,Central,2,1,1,2,4.0,4,2,4.0,2.0,2
SYN-0601,30-44,West,3,4,4,3,5.0,3,2,5.0,4.0,4
SYN-0602,60+,North,2,2,2,3,3.0,4,4,2.0,2.0,3
SYN-0603,18-29,South,3,5,4,5,4.0,3,3,3.0,3.0,3
SYN-0604,60+,North,5,2,2,2,5.0,3,2,2.0,4.0,2
SYN-0605,30-44,West,3,1,3,3,4.0,2,3,3.0,3.0,2
SYN-0606,45-59,North,3,4,3,3,4.0,3,4,5.0,4.0,3
SYN-0607,60+,North,4,4,3,3,4.0,3,3,2.0,1.0,4
SYN-0608,18-29,Central,1,4,4,2,3.0,3,3,2.0,5.0,2
SYN-0609,60+,Central,1,2,1,3,2.0,4,2,1.0,3.0,1
SYN-0610,30-44,South,4,3,4,3,4.0,2,2,4.0,5.0,3
SYN-0611,45-59,Central,3,1,2,3,3.0,2,1,1.0,2.0,2
SYN-0612,18-29,Central,3,4,4,3,3.0,3,4,3.0,2.0,3
SYN-0613,30-44,South,4,2,2,2,2.0,2,1,2.0,2.0,2
SYN-0614,45-59,South,4,3,3,4,5.0,5,4,3.0,3.0,3
SYN-0615,30-44,West,4,3,1,3,3.0,4,1,3.0,3.0,3
SYN-0616,18-29,South,2,1,2,2,3.0,3,2,4.0,3.0,2
SYN-0617,18-29,South,3,3,3,4,5.0,2,3,1.0,3.0,3
SYN-0618,45-59,East,3,4,3,3,4.0,3,4,5.0,3.0,3
SYN-0619,18-29,North,2,3,3,3,4.0,5,3,2.0,3.0,3
SYN-0620,45-59,East,3,4,5,3,3.0,5,3,5.0,3.0,3
SYN-0621,60+,West,3,3,3,3,5.0,2,2,2.0,2.0,2
SYN-0622,18-29,Central,2,3,3,2,4.0,3,4,3.0,4.0,3
SYN-0623,18-29,North,1,1,3,4,3.0,3,3,3.0,4.0,2
SYN-0624,45-59,Central,3,2,2,2,4.0,2,1,2.0,4.0,3
SYN-0625,18-29,Central,3,3,4,3,2.0,4,3,3.0,3.0,3
SYN-0626,30-44,South,4,2,2,3,3.0,2,4,2.0,1.0,2
SYN-0627,45-59,West,4,3,3,3,5.0,3,3,3.0,3.0,3
SYN-0628,30-44,South,3,5,3,4,2.0,5,2,3.0,3.0,3
SYN-0629,30-44,North,3,2,1,2,4.0,3,3,2.0,2.0,2
SYN-0630,45-59,Central,3,1,1,2,4.0,4,4,2.0,1.0,2
SYN-0631,30-44,East,4,4,5,4,5.0,5,3,3.0,4.0,3
SYN-0632,18-29,Central,5,5,4,5,4.0,2,2,2.0,,3
SYN-0633,30-44,South,3,2,3,3,4.0,3,2,3.0,2.0,1
SYN-0634,60+,East,2,1,1,2,2.0,2,2,2.0,3.0,1
SYN-0635,45-59,Central,2,4,3,3,2.0,2,2,4.0,2.0,2
SYN-0636,30-44,East,2,1,4,4,2.0,3,4,1.0,3.0,3
SYN-0637,30-44,Central,3,2,3,3,,5,3,4.0,4.0,3
SYN-0638,18-29,North,3,2,2,2,4.0,2,3,2.0,3.0,2
SYN-0639,18-29,Central,3,3,5,3,3.0,4,3,4.0,4.0,3
SYN-0640,18-29,South,4,4,3,2,5.0,3,2,3.0,4.0,2
SYN-0641,60+,North,3,2,1,1,2.0,2,1,2.0,3.0,1
SYN-0642,18-29,West,2,3,3,3,2.0,5,2,4.0,5.0,2
SYN-0643,45-59,South,5,4,4,5,5.0,3,3,2.0,4.0,4
SYN-0644,18-29,North,3,3,1,3,4.0,4,5,4.0,1.0,2
SYN-0645,18-29,West,2,3,2,2,2.0,1,2,1.0,2.0,2
SYN-0646,30-44,West,2,3,2,4,3.0,5,4,4.0,4.0,3
SYN-0647,30-44,North,3,3,4,5,3.0,2,3,3.0,3.0,3
SYN-0648,45-59,North,3,2,2,3,4.0,2,2,2.0,4.0,2
SYN-0649,60+,Central,4,4,3,2,3.0,4,4,3.0,3.0,2
SYN-0650,60+,South,3,2,3,2,2.0,3,3,2.0,3.0,1
SYN-0651,18-29,East,3,4,5,5,4.0,4,5,5.0,5.0,3
SYN-0652,45-59,South,3,1,2,3,4.0,2,3,5.0,3.0,3
SYN-0653,18-29,East,3,5,4,4,2.0,3,3,4.0,4.0,3
SYN-0654,60+,North,3,2,1,3,2.0,3,2,2.0,3.0,1
SYN-0655,30-44,East,4,4,3,4,3.0,2,2,3.0,2.0,3
SYN-0656,30-44,West,5,2,3,3,3.0,4,2,4.0,3.0,2
SYN-0657,18-29,South,4,4,2,3,3.0,3,2,2.0,3.0,4
SYN-0658,18-29,South,2,3,2,4,3.0,3,3,2.0,3.0,2
SYN-0659,18-29,Central,4,4,3,3,3.0,4,3,3.0,5.0,3
SYN-0660,60+,West,3,3,2,3,1.0,4,2,4.0,1.0,3
SYN-0661,45-59,North,2,1,1,1,2.0,2,2,1.0,1.0,1
SYN-0662,60+,Central,3,2,3,2,3.0,3,4,3.0,4.0,2
SYN-0663,18-29,North,4,2,2,2,3.0,2,1,2.0,,3
SYN-0664,30-44,West,4,5,3,3,3.0,3,3,3.0,3.0,3
SYN-0665,18-29,South,4,3,2,3,3.0,4,3,5.0,3.0,3
SYN-0666,30-44,West,5,3,1,1,3.0,3,1,1.0,3.0,2
SYN-0667,30-44,East,5,3,1,2,4.0,5,4,5.0,1.0,3
SYN-0668,18-29,South,2,4,3,2,2.0,4,2,2.0,3.0,2
SYN-0669,30-44,South,4,2,2,3,4.0,4,2,1.0,3.0,3
SYN-0670,18-29,Central,3,2,2,2,2.0,1,2,2.0,3.0,2
SYN-0671,30-44,South,3,2,4,3,2.0,4,3,2.0,2.0,3
SYN-0672,45-59,East,2,4,2,3,,3,3,3.0,3.0,3
SYN-0673,18-29,West,3,2,3,3,3.0,4,2,3.0,2.0,3
SYN-0674,60+,South,2,1,2,1,3.0,3,2,3.0,3.0,2
SYN-0675,30-44,West,3,3,3,4,3.0,3,3,2.0,3.0,4
SYN-0676,45-59,West,2,4,4,5,4.0,4,2,3.0,3.0,3
SYN-0677,45-59,South,4,5,5,4,4.0,4,5,4.0,5.0,4
SYN-0678,45-59,South,3,4,2,3,5.0,3,3,4.0,3.0,3
SYN-0679,45-59,North,3,3,3,4,5.0,5,3,3.0,3.0,3
SYN-0680,60+,Central,3,2,3,4,3.0,3,5,2.0,1.0,2
SYN-0681,30-44,West,5,3,3,4,4.0,3,3,1.0,3.0,4
SYN-0682,18-29,North,4,3,3,2,4.0,3,3,2.0,4.0,3
SYN-0683,18-29,Central,1,4,3,4,2.0,3,3,2.0,4.0,2
SYN-0684,30-44,East,2,3,3,5,4.0,2,2,1.0,3.0,3
SYN-0685,18-29,Central,2,2,2,3,2.0,3,3,3.0,3.0,3
SYN-0686,18-29,West,3,3,3,2,,3,3,1.0,5.0,2
SYN-0687,18-29,East,3,4,4,4,3.0,2,3,4.0,3.0,3
SYN-0688,30-44,North,3,3,3,3,2.0,4,1,2.0,2.0,1
SYN-0689,18-29,Central,5,2,2,4,5.0,2,2,2.0,2.0,3
SYN-0690,30-44,East,3,3,1,2,3.0,4,5,2.0,2.0,3
SYN-0691,45-59,West,3,5,3,3,5.0,3,3,3.0,2.0,3
SYN-0692,45-59,West,2,3,2,2,2.0,3,3,3.0,3.0,2
SYN-0693,30-44,West,3,2,4,3,3.0,3,3,2.0,5.0,3
SYN-0694,30-44,North,2,1,1,3,3.0,2,2,3.0,3.0,1
SYN-0695,30-44,East,3,3,3,3,1.0,3,2,1.0,3.0,2
SYN-0696,30-44,North,1,2,1,2,3.0,3,3,1.0,5.0,2
SYN-0697,45-59,North,1,2,1,1,2.0,5,4,2.0,2.0,2
SYN-0698,18-29,East,3,1,3,1,3.0,3,3,4.0,1.0,1
SYN-0699,60+,South,3,2,3,1,3.0,2,2,2.0,3.0,2
SYN-0700,18-29,East,2,3,3,3,3.0,2,4,3.0,1.0,2
SYN-0701,45-59,West,3,3,4,5,3.0,5,3,2.0,3.0,3
SYN-0702,30-44,North,3,2,2,2,4.0,3,4,3.0,3.0,3
SYN-0703,18-29,South,3,2,2,4,3.0,3,2,2.0,2.0,2
SYN-0704,45-59,West,3,3,3,2,5.0,4,3,2.0,3.0,3
SYN-0705,18-29,South,4,4,4,3,5.0,4,4,4.0,2.0,3
SYN-0706,45-59,South,2,3,2,2,4.0,2,3,2.0,3.0,2
SYN-0707,30-44,South,3,2,2,3,3.0,3,5,3.0,3.0,2
SYN-0708,18-29,West,4,2,3,5,2.0,4,2,3.0,3.0,2
SYN-0709,18-29,North,4,4,3,1,5.0,3,3,3.0,2.0,3
SYN-0710,45-59,West,4,3,4,3,3.0,4,4,3.0,2.0,3
SYN-0711,30-44,West,4,2,2,4,5.0,4,3,3.0,,3
SYN-0712,60+,West,4,3,2,2,4.0,3,2,1.0,4.0,3
SYN-0713,45-59,South,4,2,3,3,4.0,3,3,2.0,3.0,3
